,system,latency,subset,ref,doc,level,metric,value,align
401,NAIST,high,nat,intp,ted_50853,document,chrf,59.7234,one_seq
402,NAIST,high,nat,intp,ted_51101,document,chrf,58.515,one_seq
403,NAIST,high,nat,intp,ted_52268,document,chrf,56.3383,one_seq
404,NAIST,high,nat,intp,ted_54706,document,chrf,52.5858,one_seq
405,NAIST,high,nat,intp,ted_55061,document,chrf,57.2782,one_seq
406,NAIST,high,nat,intp,ted_56901,document,chrf,60.4986,one_seq
407,NAIST,high,nat,intp,ted_57418,document,chrf,57.6845,one_seq
408,NAIST,high,nat,intp,ted_60872,document,chrf,60.5705,one_seq
409,NAIST,high,nat,intp,ted_62628,document,chrf,61.5586,one_seq
410,NAIST,high,nat,intp,ted_63920,document,chrf,56.5889,one_seq
411,CUNI-KIT,medium,nonn,ref,all-nonn,testset,bleu,26.1448,one_seq
412,NAIST,medium,nonn,intp,all-nonn,testset,chrf,44.7872,one_seq
413,HW-TSC,medium,nat,intp,all-nat,testset,bleu,12.7404,one_seq
414,HW-TSC,low,nonn,ref+intp,all-nonn,testset,chrf,48.2782,one_seq
415,CUNI-KIT,high,nat,ref,all-nat,testset,chrf,70.4932,one_seq
416,CUNI-KIT,medium,nat,intp,ted_37498,document,bleu,18.4052,one_seq
417,CUNI-KIT,medium,nat,intp,ted_39331,document,bleu,18.3904,one_seq
418,CUNI-KIT,medium,nat,intp,ted_42604,document,bleu,13.2277,one_seq
419,CUNI-KIT,medium,nat,intp,ted_45614,document,bleu,16.0556,one_seq
420,CUNI-KIT,medium,nat,intp,ted_45973,document,bleu,18.5924,one_seq
421,CUNI-KIT,medium,nat,intp,ted_46528,document,bleu,13.3839,one_seq
422,CUNI-KIT,medium,nat,intp,ted_49440,document,bleu,14.132,one_seq
423,CUNI-KIT,medium,nat,intp,ted_50853,document,bleu,12.8028,one_seq
424,CUNI-KIT,medium,nat,intp,ted_51101,document,bleu,13.7142,one_seq
425,CUNI-KIT,medium,nat,intp,ted_52268,document,bleu,15.7696,one_seq
426,CUNI-KIT,medium,nat,intp,ted_54706,document,bleu,11.9288,one_seq
427,CUNI-KIT,medium,nat,intp,ted_55061,document,bleu,17.4206,one_seq
428,CUNI-KIT,medium,nat,intp,ted_56901,document,bleu,11.4798,one_seq
429,CUNI-KIT,medium,nat,intp,ted_57418,document,bleu,15.9792,one_seq
430,CUNI-KIT,medium,nat,intp,ted_60872,document,bleu,17.0419,one_seq
431,CUNI-KIT,medium,nat,intp,ted_62628,document,bleu,16.2173,one_seq
432,CUNI-KIT,medium,nat,intp,ted_63920,document,bleu,12.7842,one_seq
433,HW-TSC,high,nonn,ref+intp,all-nonn,testset,bleu,18.3908,one_seq
434,UPV,low,nonn,intp,all-nonn,testset,bleu,9.7407,one_seq
435,UPV,low,nat,ref+intp,ted_37498,document,chrf,65.6907,one_seq
436,UPV,low,nat,ref+intp,ted_39331,document,chrf,70.2662,one_seq
437,UPV,low,nat,ref+intp,ted_42604,document,chrf,68.587,one_seq
438,UPV,low,nat,ref+intp,ted_45614,document,chrf,66.2435,one_seq
439,UPV,low,nat,ref+intp,ted_45973,document,chrf,65.5178,one_seq
440,UPV,low,nat,ref+intp,ted_46528,document,chrf,66.6469,one_seq
441,UPV,low,nat,ref+intp,ted_49440,document,chrf,69.296,one_seq
442,UPV,low,nat,ref+intp,ted_50853,document,chrf,67.8003,one_seq
443,UPV,low,nat,ref+intp,ted_51101,document,chrf,69.3996,one_seq
444,UPV,low,nat,ref+intp,ted_52268,document,chrf,70.7587,one_seq
445,UPV,low,nat,ref+intp,ted_54706,document,chrf,65.21,one_seq
446,UPV,low,nat,ref+intp,ted_55061,document,chrf,68.6166,one_seq
447,UPV,low,nat,ref+intp,ted_56901,document,chrf,62.533,one_seq
448,UPV,low,nat,ref+intp,ted_57418,document,chrf,68.4378,one_seq
449,UPV,low,nat,ref+intp,ted_60872,document,chrf,66.5316,one_seq
450,UPV,low,nat,ref+intp,ted_62628,document,chrf,66.498,one_seq
451,UPV,low,nat,ref+intp,ted_63920,document,chrf,69.8139,one_seq
452,NAIST,high,nonn,ref,all-nonn,testset,chrf,44.1975,one_seq
453,FBK,medium,nat,ref+intp,all-nat,testset,bleu,30.7755,one_seq
454,NAIST,high,nonn,intp,03_botel-proti-proudu,document,bleu,6.6699,one_seq
455,NAIST,high,nonn,intp,04_g-t,document,bleu,12.4185,one_seq
456,NAIST,high,nonn,intp,05_i-dodge,document,bleu,2.56,one_seq
457,NAIST,high,nonn,intp,06_masaze-petr-klic,document,bleu,3.9434,one_seq
458,NAIST,high,nonn,intp,07_bucherinsel-west,document,bleu,7.6681,one_seq
459,NAIST,high,nonn,intp,08_jizeran,document,bleu,10.3552,one_seq
460,NAIST,high,nonn,intp,09_il-gabbiano,document,bleu,6.1205,one_seq
461,NAIST,high,nonn,intp,10_magic-travel,document,bleu,4.6969,one_seq
462,NAIST,high,nonn,intp,11_trefa,document,bleu,7.4853,one_seq
463,NAIST,high,nonn,intp,12_fictionalcine,document,bleu,2.3093,one_seq
464,NAIST,high,nonn,intp,13_don-bosco-barcelona,document,bleu,3.3448,one_seq
465,NAIST,high,nonn,intp,14_llibres-i-revistes-edb,document,bleu,3.8468,one_seq
466,NAIST,high,nonn,intp,15_brnkni,document,bleu,4.4537,one_seq
467,NAIST,high,nonn,intp,16_develop-most,document,bleu,3.134,one_seq
468,NAIST,high,nonn,intp,17_tf-smart-team,document,bleu,2.3707,one_seq
469,NAIST,high,nonn,intp,18_tf-magic-world,document,bleu,6.4138,one_seq
470,NAIST,high,nonn,intp,19_be-beauty,document,bleu,3.7195,one_seq
471,NAIST,high,nonn,intp,20_mela-e-piu,document,bleu,0.9941,one_seq
472,NAIST,high,nonn,intp,21_hat-cap,document,bleu,2.8163,one_seq
473,NAIST,high,nonn,intp,22_new-design-world,document,bleu,3.8041,one_seq
474,NAIST,high,nonn,intp,23_pillowdream,document,bleu,6.3509,one_seq
475,NAIST,high,nonn,intp,24_mole-g-p-technologies,document,bleu,4.65,one_seq
476,NAIST,high,nonn,intp,25_folkstyle,document,bleu,5.6927,one_seq
477,NAIST,high,nonn,intp,26_tabacco-shop,document,bleu,12.2345,one_seq
478,NAIST,high,nonn,intp,27_f-e-international-tour,document,bleu,6.3254,one_seq
479,NAIST,high,nonn,intp,28_samanka,document,bleu,5.3043,one_seq
480,NAIST,high,nonn,intp,29_salon-n-g,document,bleu,3.8579,one_seq
481,NAIST,high,nonn,intp,30_appolonas,document,bleu,4.9011,one_seq
482,NAIST,high,nonn,intp,31_devil-chocolate,document,bleu,8.3161,one_seq
483,NAIST,high,nonn,intp,32_ck-remoa,document,bleu,5.6616,one_seq
484,NAIST,high,nonn,intp,33_logistic-servis,document,bleu,3.6796,one_seq
485,NAIST,high,nonn,intp,34_kol_action_accessoires,document,bleu,11.4474,one_seq
486,NAIST,high,nonn,intp,35_f-e-time-travel-agency,document,bleu,3.6445,one_seq
487,NAIST,high,nonn,intp,36_step-house,document,bleu,3.6361,one_seq
488,NAIST,high,nonn,intp,37_caspowalk,document,bleu,5.7466,one_seq
489,NAIST,high,nonn,intp,38_seta,document,bleu,6.6004,one_seq
490,NAIST,high,nonn,intp,39_total-regal,document,bleu,8.3936,one_seq
491,NAIST,high,nonn,intp,austrian,document,bleu,7.5121,one_seq
492,NAIST,high,nonn,intp,belgian,document,bleu,8.2674,one_seq
493,NAIST,high,nonn,intp,dutch,document,bleu,3.447,one_seq
494,NAIST,high,nonn,intp,polish,document,bleu,7.2768,one_seq
495,NAIST,high,nonn,intp,romanian,document,bleu,8.8881,one_seq
496,NAIST,high,nonn,intp,spanish,document,bleu,7.5696,one_seq
497,UPV,high,nonn,ref,03_botel-proti-proudu,document,chrf,45.9131,one_seq
498,UPV,high,nonn,ref,04_g-t,document,chrf,56.3561,one_seq
499,UPV,high,nonn,ref,05_i-dodge,document,chrf,33.6625,one_seq
500,UPV,high,nonn,ref,06_masaze-petr-klic,document,chrf,47.799,one_seq
501,UPV,high,nonn,ref,07_bucherinsel-west,document,chrf,63.4136,one_seq
502,UPV,high,nonn,ref,08_jizeran,document,chrf,57.6865,one_seq
503,UPV,high,nonn,ref,09_il-gabbiano,document,chrf,28.7397,one_seq
504,UPV,high,nonn,ref,10_magic-travel,document,chrf,47.8472,one_seq
505,UPV,high,nonn,ref,11_trefa,document,chrf,60.7146,one_seq
506,UPV,high,nonn,ref,12_fictionalcine,document,chrf,54.0172,one_seq
507,UPV,high,nonn,ref,13_don-bosco-barcelona,document,chrf,41.1181,one_seq
508,UPV,high,nonn,ref,14_llibres-i-revistes-edb,document,chrf,31.6706,one_seq
509,UPV,high,nonn,ref,15_brnkni,document,chrf,35.9809,one_seq
510,UPV,high,nonn,ref,16_develop-most,document,chrf,54.2643,one_seq
511,UPV,high,nonn,ref,17_tf-smart-team,document,chrf,64.8029,one_seq
512,UPV,high,nonn,ref,18_tf-magic-world,document,chrf,60.8357,one_seq
513,UPV,high,nonn,ref,19_be-beauty,document,chrf,46.4168,one_seq
514,UPV,high,nonn,ref,20_mela-e-piu,document,chrf,12.3822,one_seq
515,UPV,high,nonn,ref,21_hat-cap,document,chrf,39.3209,one_seq
516,UPV,high,nonn,ref,22_new-design-world,document,chrf,54.0257,one_seq
517,UPV,high,nonn,ref,23_pillowdream,document,chrf,43.5649,one_seq
518,UPV,high,nonn,ref,24_mole-g-p-technologies,document,chrf,45.1107,one_seq
519,UPV,high,nonn,ref,25_folkstyle,document,chrf,61.6936,one_seq
520,UPV,high,nonn,ref,26_tabacco-shop,document,chrf,56.7348,one_seq
521,UPV,high,nonn,ref,27_f-e-international-tour,document,chrf,61.0863,one_seq
522,UPV,high,nonn,ref,28_samanka,document,chrf,50.945,one_seq
523,UPV,high,nonn,ref,29_salon-n-g,document,chrf,51.535,one_seq
524,UPV,high,nonn,ref,30_appolonas,document,chrf,64.4864,one_seq
525,UPV,high,nonn,ref,31_devil-chocolate,document,chrf,66.4031,one_seq
526,UPV,high,nonn,ref,32_ck-remoa,document,chrf,54.6797,one_seq
527,UPV,high,nonn,ref,33_logistic-servis,document,chrf,40.8605,one_seq
528,UPV,high,nonn,ref,34_kol_action_accessoires,document,chrf,44.6623,one_seq
529,UPV,high,nonn,ref,35_f-e-time-travel-agency,document,chrf,55.0025,one_seq
530,UPV,high,nonn,ref,36_step-house,document,chrf,66.138,one_seq
531,UPV,high,nonn,ref,37_caspowalk,document,chrf,51.0751,one_seq
532,UPV,high,nonn,ref,38_seta,document,chrf,63.2511,one_seq
533,UPV,high,nonn,ref,39_total-regal,document,chrf,53.4472,one_seq
534,UPV,high,nonn,ref,austrian,document,chrf,71.2536,one_seq
535,UPV,high,nonn,ref,belgian,document,chrf,64.2533,one_seq
536,UPV,high,nonn,ref,dutch,document,chrf,67.4979,one_seq
537,UPV,high,nonn,ref,polish,document,chrf,70.8533,one_seq
538,UPV,high,nonn,ref,romanian,document,chrf,59.8173,one_seq
539,UPV,high,nonn,ref,spanish,document,chrf,61.2881,one_seq
540,NAIST,low,nonn,intp,03_botel-proti-proudu,document,bleu,5.4632,one_seq
541,NAIST,low,nonn,intp,04_g-t,document,bleu,5.9386,one_seq
542,NAIST,low,nonn,intp,05_i-dodge,document,bleu,2.5921,one_seq
543,NAIST,low,nonn,intp,06_masaze-petr-klic,document,bleu,2.2397,one_seq
544,NAIST,low,nonn,intp,07_bucherinsel-west,document,bleu,3.8803,one_seq
545,NAIST,low,nonn,intp,08_jizeran,document,bleu,10.1678,one_seq
546,NAIST,low,nonn,intp,09_il-gabbiano,document,bleu,7.5478,one_seq
547,NAIST,low,nonn,intp,10_magic-travel,document,bleu,4.0272,one_seq
548,NAIST,low,nonn,intp,11_trefa,document,bleu,3.8312,one_seq
549,NAIST,low,nonn,intp,12_fictionalcine,document,bleu,2.6726,one_seq
550,NAIST,low,nonn,intp,13_don-bosco-barcelona,document,bleu,3.0439,one_seq
551,NAIST,low,nonn,intp,14_llibres-i-revistes-edb,document,bleu,4.12,one_seq
552,NAIST,low,nonn,intp,15_brnkni,document,bleu,5.2875,one_seq
553,NAIST,low,nonn,intp,16_develop-most,document,bleu,3.2417,one_seq
554,NAIST,low,nonn,intp,17_tf-smart-team,document,bleu,0.8268,one_seq
555,NAIST,low,nonn,intp,18_tf-magic-world,document,bleu,2.3505,one_seq
556,NAIST,low,nonn,intp,19_be-beauty,document,bleu,4.2015,one_seq
557,NAIST,low,nonn,intp,20_mela-e-piu,document,bleu,1.1433,one_seq
558,NAIST,low,nonn,intp,21_hat-cap,document,bleu,2.3782,one_seq
559,NAIST,low,nonn,intp,22_new-design-world,document,bleu,2.8975,one_seq
560,NAIST,low,nonn,intp,23_pillowdream,document,bleu,3.0074,one_seq
561,NAIST,low,nonn,intp,24_mole-g-p-technologies,document,bleu,3.0623,one_seq
562,NAIST,low,nonn,intp,25_folkstyle,document,bleu,3.4896,one_seq
563,NAIST,low,nonn,intp,26_tabacco-shop,document,bleu,7.651,one_seq
564,NAIST,low,nonn,intp,27_f-e-international-tour,document,bleu,3.6948,one_seq
565,NAIST,low,nonn,intp,28_samanka,document,bleu,5.4678,one_seq
566,NAIST,low,nonn,intp,29_salon-n-g,document,bleu,4.3819,one_seq
567,NAIST,low,nonn,intp,30_appolonas,document,bleu,2.5809,one_seq
568,NAIST,low,nonn,intp,31_devil-chocolate,document,bleu,4.199,one_seq
569,NAIST,low,nonn,intp,32_ck-remoa,document,bleu,4.2973,one_seq
570,NAIST,low,nonn,intp,33_logistic-servis,document,bleu,1.603,one_seq
571,NAIST,low,nonn,intp,34_kol_action_accessoires,document,bleu,6.216,one_seq
572,NAIST,low,nonn,intp,35_f-e-time-travel-agency,document,bleu,2.7562,one_seq
573,NAIST,low,nonn,intp,36_step-house,document,bleu,2.0161,one_seq
574,NAIST,low,nonn,intp,37_caspowalk,document,bleu,3.7402,one_seq
575,NAIST,low,nonn,intp,38_seta,document,bleu,3.5211,one_seq
576,NAIST,low,nonn,intp,39_total-regal,document,bleu,4.469,one_seq
577,NAIST,low,nonn,intp,austrian,document,bleu,8.0136,one_seq
578,NAIST,low,nonn,intp,belgian,document,bleu,9.9996,one_seq
579,NAIST,low,nonn,intp,dutch,document,bleu,5.1123,one_seq
580,NAIST,low,nonn,intp,polish,document,bleu,6.1259,one_seq
581,NAIST,low,nonn,intp,romanian,document,bleu,8.311,one_seq
582,NAIST,low,nonn,intp,spanish,document,bleu,8.6658,one_seq
583,UPV,medium,nonn,ref+intp,03_botel-proti-proudu,document,bleu,20.7194,one_seq
584,UPV,medium,nonn,ref+intp,04_g-t,document,bleu,24.6175,one_seq
585,UPV,medium,nonn,ref+intp,05_i-dodge,document,bleu,15.6359,one_seq
586,UPV,medium,nonn,ref+intp,06_masaze-petr-klic,document,bleu,14.2211,one_seq
587,UPV,medium,nonn,ref+intp,07_bucherinsel-west,document,bleu,28.7064,one_seq
588,UPV,medium,nonn,ref+intp,08_jizeran,document,bleu,30.5187,one_seq
589,UPV,medium,nonn,ref+intp,09_il-gabbiano,document,bleu,3.5081,one_seq
590,UPV,medium,nonn,ref+intp,10_magic-travel,document,bleu,18.5257,one_seq
591,UPV,medium,nonn,ref+intp,11_trefa,document,bleu,29.7276,one_seq
592,UPV,medium,nonn,ref+intp,12_fictionalcine,document,bleu,14.8084,one_seq
593,UPV,medium,nonn,ref+intp,13_don-bosco-barcelona,document,bleu,15.3781,one_seq
594,UPV,medium,nonn,ref+intp,14_llibres-i-revistes-edb,document,bleu,7.8867,one_seq
595,UPV,medium,nonn,ref+intp,15_brnkni,document,bleu,14.9459,one_seq
596,UPV,medium,nonn,ref+intp,16_develop-most,document,bleu,20.285,one_seq
597,UPV,medium,nonn,ref+intp,17_tf-smart-team,document,bleu,30.8499,one_seq
598,UPV,medium,nonn,ref+intp,18_tf-magic-world,document,bleu,34.8675,one_seq
599,UPV,medium,nonn,ref+intp,19_be-beauty,document,bleu,22.3493,one_seq
600,UPV,medium,nonn,ref+intp,20_mela-e-piu,document,bleu,9.9159,one_seq
601,UPV,medium,nonn,ref+intp,21_hat-cap,document,bleu,12.3514,one_seq
602,UPV,medium,nonn,ref+intp,22_new-design-world,document,bleu,26.0771,one_seq
603,UPV,medium,nonn,ref+intp,23_pillowdream,document,bleu,21.8019,one_seq
604,UPV,medium,nonn,ref+intp,24_mole-g-p-technologies,document,bleu,18.9322,one_seq
605,UPV,medium,nonn,ref+intp,25_folkstyle,document,bleu,30.5831,one_seq
606,UPV,medium,nonn,ref+intp,26_tabacco-shop,document,bleu,24.0381,one_seq
607,UPV,medium,nonn,ref+intp,27_f-e-international-tour,document,bleu,25.2102,one_seq
608,UPV,medium,nonn,ref+intp,28_samanka,document,bleu,18.8854,one_seq
609,UPV,medium,nonn,ref+intp,29_salon-n-g,document,bleu,21.5057,one_seq
610,UPV,medium,nonn,ref+intp,30_appolonas,document,bleu,36.7562,one_seq
611,UPV,medium,nonn,ref+intp,31_devil-chocolate,document,bleu,33.7512,one_seq
612,UPV,medium,nonn,ref+intp,32_ck-remoa,document,bleu,25.4522,one_seq
613,UPV,medium,nonn,ref+intp,33_logistic-servis,document,bleu,13.1054,one_seq
614,UPV,medium,nonn,ref+intp,34_kol_action_accessoires,document,bleu,26.9118,one_seq
615,UPV,medium,nonn,ref+intp,35_f-e-time-travel-agency,document,bleu,18.9471,one_seq
616,UPV,medium,nonn,ref+intp,36_step-house,document,bleu,38.8492,one_seq
617,UPV,medium,nonn,ref+intp,37_caspowalk,document,bleu,22.9171,one_seq
618,UPV,medium,nonn,ref+intp,38_seta,document,bleu,42.4225,one_seq
619,UPV,medium,nonn,ref+intp,39_total-regal,document,bleu,21.2866,one_seq
620,UPV,medium,nonn,ref+intp,austrian,document,bleu,32.4565,one_seq
621,UPV,medium,nonn,ref+intp,belgian,document,bleu,31.0211,one_seq
622,UPV,medium,nonn,ref+intp,dutch,document,bleu,31.8398,one_seq
623,UPV,medium,nonn,ref+intp,polish,document,bleu,29.4963,one_seq
624,UPV,medium,nonn,ref+intp,romanian,document,bleu,25.4458,one_seq
625,UPV,medium,nonn,ref+intp,spanish,document,bleu,24.3341,one_seq
626,FBK,high,nonn,ref+intp,all-nonn,testset,bleu,27.7744,one_seq
627,NAIST,low,nat,ref,ted_37498,document,chrf,61.7907,one_seq
628,NAIST,low,nat,ref,ted_39331,document,chrf,63.7917,one_seq
629,NAIST,low,nat,ref,ted_42604,document,chrf,65.9051,one_seq
630,NAIST,low,nat,ref,ted_45614,document,chrf,64.2158,one_seq
631,NAIST,low,nat,ref,ted_45973,document,chrf,63.7651,one_seq
632,NAIST,low,nat,ref,ted_46528,document,chrf,60.384,one_seq
633,NAIST,low,nat,ref,ted_49440,document,chrf,63.8881,one_seq
634,NAIST,low,nat,ref,ted_50853,document,chrf,62.1261,one_seq
635,NAIST,low,nat,ref,ted_51101,document,chrf,66.4174,one_seq
636,NAIST,low,nat,ref,ted_52268,document,chrf,63.1058,one_seq
637,NAIST,low,nat,ref,ted_54706,document,chrf,60.1944,one_seq
638,NAIST,low,nat,ref,ted_55061,document,chrf,63.2731,one_seq
639,NAIST,low,nat,ref,ted_56901,document,chrf,60.4519,one_seq
640,NAIST,low,nat,ref,ted_57418,document,chrf,65.1543,one_seq
641,NAIST,low,nat,ref,ted_60872,document,chrf,62.8633,one_seq
642,NAIST,low,nat,ref,ted_62628,document,chrf,64.972,one_seq
643,NAIST,low,nat,ref,ted_63920,document,chrf,64.5498,one_seq
644,UPV,high,nat,intp,all-nat,testset,chrf,63.0542,one_seq
645,NAIST,medium,nonn,ref+intp,03_botel-proti-proudu,document,chrf,38.6722,one_seq
646,NAIST,medium,nonn,ref+intp,04_g-t,document,chrf,39.3061,one_seq
647,NAIST,medium,nonn,ref+intp,05_i-dodge,document,chrf,30.6073,one_seq
648,NAIST,medium,nonn,ref+intp,06_masaze-petr-klic,document,chrf,34.3147,one_seq
649,NAIST,medium,nonn,ref+intp,07_bucherinsel-west,document,chrf,40.6133,one_seq
650,NAIST,medium,nonn,ref+intp,08_jizeran,document,chrf,43.807,one_seq
651,NAIST,medium,nonn,ref+intp,09_il-gabbiano,document,chrf,29.9257,one_seq
652,NAIST,medium,nonn,ref+intp,10_magic-travel,document,chrf,36.8819,one_seq
653,NAIST,medium,nonn,ref+intp,11_trefa,document,chrf,49.8394,one_seq
654,NAIST,medium,nonn,ref+intp,12_fictionalcine,document,chrf,38.1817,one_seq
655,NAIST,medium,nonn,ref+intp,13_don-bosco-barcelona,document,chrf,35.0444,one_seq
656,NAIST,medium,nonn,ref+intp,14_llibres-i-revistes-edb,document,chrf,25.2922,one_seq
657,NAIST,medium,nonn,ref+intp,15_brnkni,document,chrf,32.109,one_seq
658,NAIST,medium,nonn,ref+intp,16_develop-most,document,chrf,41.4737,one_seq
659,NAIST,medium,nonn,ref+intp,17_tf-smart-team,document,chrf,41.3255,one_seq
660,NAIST,medium,nonn,ref+intp,18_tf-magic-world,document,chrf,44.4917,one_seq
661,NAIST,medium,nonn,ref+intp,19_be-beauty,document,chrf,26.791,one_seq
662,NAIST,medium,nonn,ref+intp,20_mela-e-piu,document,chrf,24.4977,one_seq
663,NAIST,medium,nonn,ref+intp,21_hat-cap,document,chrf,28.9809,one_seq
664,NAIST,medium,nonn,ref+intp,22_new-design-world,document,chrf,38.3125,one_seq
665,NAIST,medium,nonn,ref+intp,23_pillowdream,document,chrf,38.8055,one_seq
666,NAIST,medium,nonn,ref+intp,24_mole-g-p-technologies,document,chrf,36.3037,one_seq
667,NAIST,medium,nonn,ref+intp,25_folkstyle,document,chrf,44.5884,one_seq
668,NAIST,medium,nonn,ref+intp,26_tabacco-shop,document,chrf,43.559,one_seq
669,NAIST,medium,nonn,ref+intp,27_f-e-international-tour,document,chrf,41.9786,one_seq
670,NAIST,medium,nonn,ref+intp,28_samanka,document,chrf,42.9947,one_seq
671,NAIST,medium,nonn,ref+intp,29_salon-n-g,document,chrf,44.1663,one_seq
672,NAIST,medium,nonn,ref+intp,30_appolonas,document,chrf,42.7221,one_seq
673,NAIST,medium,nonn,ref+intp,31_devil-chocolate,document,chrf,46.3925,one_seq
674,NAIST,medium,nonn,ref+intp,32_ck-remoa,document,chrf,43.9235,one_seq
675,NAIST,medium,nonn,ref+intp,33_logistic-servis,document,chrf,33.9863,one_seq
676,NAIST,medium,nonn,ref+intp,34_kol_action_accessoires,document,chrf,42.0111,one_seq
677,NAIST,medium,nonn,ref+intp,35_f-e-time-travel-agency,document,chrf,37.7997,one_seq
678,NAIST,medium,nonn,ref+intp,36_step-house,document,chrf,44.6371,one_seq
679,NAIST,medium,nonn,ref+intp,37_caspowalk,document,chrf,42.9255,one_seq
680,NAIST,medium,nonn,ref+intp,38_seta,document,chrf,47.3979,one_seq
681,NAIST,medium,nonn,ref+intp,39_total-regal,document,chrf,42.7928,one_seq
682,NAIST,medium,nonn,ref+intp,austrian,document,chrf,49.2253,one_seq
683,NAIST,medium,nonn,ref+intp,belgian,document,chrf,54.061,one_seq
684,NAIST,medium,nonn,ref+intp,dutch,document,chrf,44.2996,one_seq
685,NAIST,medium,nonn,ref+intp,polish,document,chrf,48.7392,one_seq
686,NAIST,medium,nonn,ref+intp,romanian,document,chrf,50.9892,one_seq
687,NAIST,medium,nonn,ref+intp,spanish,document,chrf,53.4877,one_seq
688,HW-TSC,medium,nat,ref+intp,all-nat,testset,chrf,65.1754,one_seq
689,HW-TSC,medium,nat,ref,ted_37498,document,bleu,18.4481,one_seq
690,HW-TSC,medium,nat,ref,ted_39331,document,bleu,28.7449,one_seq
691,HW-TSC,medium,nat,ref,ted_42604,document,bleu,22.5886,one_seq
692,HW-TSC,medium,nat,ref,ted_45614,document,bleu,18.8393,one_seq
693,HW-TSC,medium,nat,ref,ted_45973,document,bleu,17.906,one_seq
694,HW-TSC,medium,nat,ref,ted_46528,document,bleu,16.6854,one_seq
695,HW-TSC,medium,nat,ref,ted_49440,document,bleu,22.8433,one_seq
696,HW-TSC,medium,nat,ref,ted_50853,document,bleu,16.2929,one_seq
697,HW-TSC,medium,nat,ref,ted_51101,document,bleu,23.3619,one_seq
698,HW-TSC,medium,nat,ref,ted_52268,document,bleu,28.2008,one_seq
699,HW-TSC,medium,nat,ref,ted_54706,document,bleu,13.4781,one_seq
700,HW-TSC,medium,nat,ref,ted_55061,document,bleu,24.2176,one_seq
701,HW-TSC,medium,nat,ref,ted_56901,document,bleu,9.5954,one_seq
702,HW-TSC,medium,nat,ref,ted_57418,document,bleu,20.9239,one_seq
703,HW-TSC,medium,nat,ref,ted_60872,document,bleu,14.4033,one_seq
704,HW-TSC,medium,nat,ref,ted_62628,document,bleu,15.5746,one_seq
705,HW-TSC,medium,nat,ref,ted_63920,document,bleu,19.6473,one_seq
706,NAIST,high,nonn,ref+intp,all-nonn,testset,chrf,45.9154,one_seq
707,CUNI-KIT,medium,nat,ref+intp,all-nat,testset,chrf,70.3041,one_seq
708,CUNI-KIT,medium,nat,ref,ted_37498,document,chrf,67.5203,one_seq
709,CUNI-KIT,medium,nat,ref,ted_39331,document,chrf,75.0298,one_seq
710,CUNI-KIT,medium,nat,ref,ted_42604,document,chrf,72.8619,one_seq
711,CUNI-KIT,medium,nat,ref,ted_45614,document,chrf,69.5888,one_seq
712,CUNI-KIT,medium,nat,ref,ted_45973,document,chrf,69.9348,one_seq
713,CUNI-KIT,medium,nat,ref,ted_46528,document,chrf,69.4372,one_seq
714,CUNI-KIT,medium,nat,ref,ted_49440,document,chrf,72.0714,one_seq
715,CUNI-KIT,medium,nat,ref,ted_50853,document,chrf,70.1397,one_seq
